"","datetime","transaction_type","keterangan","merchant_type","status","count"
"435",2024-05-06,"A004","Inquiry Balance Simple Account","igate6017","00",30847
"436",2024-05-06,"A006","Topup E-Money","igate6017","00",205
"437",2024-05-06,"A012","Account Statement Inquiry","igate6017","00",22
"438",2024-05-06,"A013","Inquiry CIF ARO","igate6017","00",15
"439",2024-05-06,"A014","Mini Statement ARO","igate6017","00",60
"440",2024-05-06,"A016","Posting Transfer Emoney","igate6017","00",1
"441",2024-05-06,"BEM0","Update Flag BEM","igate6017","00",28
"449",2024-05-06,"ECI0","ECI Authentication","igate6017","00",165
"450",2024-05-06,"MPN0","MPN Inquiry","igate6014","00",7
"451",2024-05-06,"MPN1","MPN Payment and Check Status","igate6017","00",7
"452",2024-05-06,"QR00","QRIS Inquiry MPAN","igate6017","00",2792
"453",2024-05-06,"QR01","QRIS Posting Payment","igate6017","00",2368
"454",2024-05-07,"0000","CIF Inquiry","igate6017","00",761
"455",2024-05-07,"0001","Balance Inquiry","igate6017","00",5552
"456",2024-05-07,"0002","Saving Accounts Inquiry","igate6017","00",55196
"457",2024-05-07,"0003","Deposit Accounts Inquiry","igate6017","00",304
"458",2024-05-07,"0004","Loan Accounts Inquiry","igate6017","00",668
"459",2024-05-07,"0005","Account Statement Inquiry","igate6017","00",4087
"460",2024-05-07,"0006","Transfer Overbook Inquiry","igate6017","00",1602
"461",2024-05-07,"0007","Transfer Overbook Posting","igate6014","00",417
"462",2024-05-07,"0007","Transfer Overbook Posting","igate6017","00",1190
"463",2024-05-07,"0008","Transfer SKN Posting","igate6014","00",2
"464",2024-05-07,"0008","Transfer SKN Posting","igate6017","00",36
"465",2024-05-07,"0009","Transfer RTGS Posting","igate6014","00",7
"466",2024-05-07,"0009","Transfer RTGS Posting","igate6017","00",4
"467",2024-05-07,"0010","Telco Purchase","igate6017","00",394
"468",2024-05-07,"0011","PLN Purchase Inquiry","igate6017","00",201
"469",2024-05-07,"0012","PLN Purchase Posting","igate6017","00",184
"470",2024-05-07,"0013","PLN Payment Inquiry","igate6017","00",116
"471",2024-05-07,"0014","PLN Payment Posting","igate6017","00",43
"472",2024-05-07,"0015","PLN Nontaglis Payment Inquiry","igate6017","00",4
"473",2024-05-07,"0016","PLN Nontaglis Payment Posting","igate6017","00",2
"474",2024-05-07,"0017","Telco Postpaid Inquiry","igate6017","00",50
"475",2024-05-07,"0018","Telco Postpaid Posting","igate6017","00",22
"476",2024-05-07,"0019","Telkom Payment Inquiry","igate6017","00",7
"477",2024-05-07,"0020","Telkom Payment Posting","igate6017","00",3
"478",2024-05-07,"0021","Internet Payment Inquiry","igate6017","00",3
"479",2024-05-07,"0022","Internet Payment Posting","igate6017","00",1
"480",2024-05-07,"0023","TV Payment Inquiry","igate6017","00",6
"481",2024-05-07,"0024","TV Payment Posting","igate6017","00",2
"482",2024-05-07,"0029","Payment VA Inquiry","igate6017","00",94
"483",2024-05-07,"0030","Payment VA Posting","igate6017","00",45
"484",2024-05-07,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",25
"485",2024-05-07,"0040","Transfer to Other Bank Inquiry","igate6014","00",128
"486",2024-05-07,"0040","Transfer to Other Bank Inquiry","igate6017","00",3803
"487",2024-05-07,"0041","Transfer to Other Bank Posting","igate6014","00",126
"488",2024-05-07,"0041","Transfer to Other Bank Posting","igate6017","00",2176
"490",2024-05-07,"0115","Rate Exchange (Info Kurs)","igate6017","00",56
"491",2024-05-07,"0116","Mini Statement","igate6017","00",4693
"495",2024-05-07,"1012","Inquiry Topup DANA","igate6014","00",16228
"496",2024-05-07,"1013","Posting Topup DANA","igate6014","00",843
"497",2024-05-07,"1014","Inquiry Pembayaran Kartu Kredit","igate6014","00",1
"498",2024-05-07,"1015","Posting Pembayaran Kartu Kredit","igate6014","00",1
"499",2024-05-07,"1027","Duplicate Check Compliance","igate6017","00",18
"500",2024-05-07,"1028","Create Compliance","igate6017","00",18
"501",2024-05-07,"1029","Create CIF","igate6017","00",18
"502",2024-05-07,"1030","Create Account","igate6017","00",18
"503",2024-05-07,"1139","Sepulsa Paket Data","igate6017","00",86
"504",2024-05-07,"1141","Rintis TopUp Ovo Inq","igate6017","00",610
"505",2024-05-07,"1142","Rintis TopUp Ovo Post","igate6017","00",281
"506",2024-05-07,"1143","Rintis TopUp Gopay Inq","igate6017","00",559
"507",2024-05-07,"1144","Rintis TopUp Gopay Post","igate6017","00",250
"508",2024-05-07,"1147","Rintis TopUp LinkAja Inq","igate6017","00",8
"509",2024-05-07,"1148","Rintis TopUp LinkAja Post","igate6017","00",4
"510",2024-05-07,"1151","XL Postpaid Inquiry","igate6017","00",10
"511",2024-05-07,"1152","XL Postpaid Posting","igate6017","00",5
"512",2024-05-07,"1156","Sepulsa PDAM Inquiry","igate6017","00",14
"513",2024-05-07,"1157","Sepulsa PDAM Posting","igate6017","00",7
"514",2024-05-07,"A001","Register ARO","igate6017","00",490
"515",2024-05-07,"A002","Upgrade Akun ARO","igate6017","00",23
"516",2024-05-07,"A004","Inquiry Balance Simple Account","igate6017","00",31886
"517",2024-05-07,"A006","Topup E-Money","igate6017","00",229
"518",2024-05-07,"A012","Account Statement Inquiry","igate6017","00",20
"519",2024-05-07,"A013","Inquiry CIF ARO","igate6017","00",43
"520",2024-05-07,"A014","Mini Statement ARO","igate6017","00",69
"521",2024-05-07,"BEM0","Update Flag BEM","igate6017","00",28
"528",2024-05-07,"DKCP","Inquiry Data KTP ","igate6017","00",49
"529",2024-05-07,"ECI0","ECI Authentication","igate6017","00",195
"530",2024-05-07,"MPN0","MPN Inquiry","igate6014","00",2
"531",2024-05-07,"MPN0","MPN Inquiry","igate6017","00",4
"532",2024-05-07,"MPN1","MPN Payment and Check Status","igate6014","00",1
"533",2024-05-07,"MPN1","MPN Payment and Check Status","igate6017","00",4
"534",2024-05-07,"QR00","QRIS Inquiry MPAN","igate6017","00",3022
"535",2024-05-07,"QR01","QRIS Posting Payment","igate6017","00",2584
"536",2024-05-08,"0000","CIF Inquiry","igate6017","00",758
"537",2024-05-08,"0001","Balance Inquiry","igate6017","00",5597
"538",2024-05-08,"0002","Saving Accounts Inquiry","igate6017","00",61806
"539",2024-05-08,"0003","Deposit Accounts Inquiry","igate6017","00",258
"540",2024-05-08,"0004","Loan Accounts Inquiry","igate6017","00",547
"541",2024-05-08,"0005","Account Statement Inquiry","igate6017","00",4423
"542",2024-05-08,"0006","Transfer Overbook Inquiry","igate6017","00",2899
"543",2024-05-08,"0007","Transfer Overbook Posting","igate6014","00",331
"544",2024-05-08,"0007","Transfer Overbook Posting","igate6017","00",2124
"545",2024-05-08,"0008","Transfer SKN Posting","igate6014","00",6
"546",2024-05-08,"0008","Transfer SKN Posting","igate6017","00",27
"547",2024-05-08,"0009","Transfer RTGS Posting","igate6014","00",5
"548",2024-05-08,"0009","Transfer RTGS Posting","igate6017","00",5
"549",2024-05-08,"0010","Telco Purchase","igate6017","00",465
"550",2024-05-08,"0011","PLN Purchase Inquiry","igate6017","00",270
"551",2024-05-08,"0012","PLN Purchase Posting","igate6017","00",226
"552",2024-05-08,"0013","PLN Payment Inquiry","igate6017","00",157
"553",2024-05-08,"0014","PLN Payment Posting","igate6017","00",65
"554",2024-05-08,"0015","PLN Nontaglis Payment Inquiry","igate6017","00",4
"555",2024-05-08,"0016","PLN Nontaglis Payment Posting","igate6017","00",2
"556",2024-05-08,"0017","Telco Postpaid Inquiry","igate6017","00",40
"557",2024-05-08,"0018","Telco Postpaid Posting","igate6017","00",19
"558",2024-05-08,"0019","Telkom Payment Inquiry","igate6017","00",20
"559",2024-05-08,"0020","Telkom Payment Posting","igate6017","00",8
"560",2024-05-08,"0023","TV Payment Inquiry","igate6017","00",9
"561",2024-05-08,"0024","TV Payment Posting","igate6017","00",4
"562",2024-05-08,"0029","Payment VA Inquiry","igate6017","00",91
"563",2024-05-08,"0030","Payment VA Posting","igate6017","00",43
"564",2024-05-08,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",26
"565",2024-05-08,"0040","Transfer to Other Bank Inquiry","igate6014","00",100
"566",2024-05-08,"0040","Transfer to Other Bank Inquiry","igate6017","00",4647
"567",2024-05-08,"0041","Transfer to Other Bank Posting","igate6014","00",90
"568",2024-05-08,"0041","Transfer to Other Bank Posting","igate6017","00",2658
"570",2024-05-08,"0115","Rate Exchange (Info Kurs)","igate6017","00",198
"571",2024-05-08,"0116","Mini Statement","igate6017","00",4949
"573",2024-05-08,"1012","Inquiry Topup DANA","igate6014","00",18348
"574",2024-05-08,"1013","Posting Topup DANA","igate6014","00",1087
"575",2024-05-08,"1027","Duplicate Check Compliance","igate6017","00",17
"576",2024-05-08,"1028","Create Compliance","igate6017","00",17
"577",2024-05-08,"1029","Create CIF","igate6017","00",17
"578",2024-05-08,"1030","Create Account","igate6017","00",17
"579",2024-05-08,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",7
"580",2024-05-08,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",45
"581",2024-05-08,"1132","KAI Purchase K2 Inquiry Fare","igate6017","00",1
"582",2024-05-08,"1139","Sepulsa Paket Data","igate6017","00",75
"583",2024-05-08,"1141","Rintis TopUp Ovo Inq","igate6017","00",733
"584",2024-05-08,"1142","Rintis TopUp Ovo Post","igate6017","00",321
"585",2024-05-08,"1143","Rintis TopUp Gopay Inq","igate6017","00",857
"586",2024-05-08,"1144","Rintis TopUp Gopay Post","igate6017","00",366
"587",2024-05-08,"1147","Rintis TopUp LinkAja Inq","igate6017","00",24
"588",2024-05-08,"1148","Rintis TopUp LinkAja Post","igate6017","00",11
"589",2024-05-08,"1151","XL Postpaid Inquiry","igate6017","00",7
"590",2024-05-08,"1152","XL Postpaid Posting","igate6017","00",3
"591",2024-05-08,"1155","Sepulsa Check Status","igate6017","00",1
"592",2024-05-08,"1156","Sepulsa PDAM Inquiry","igate6017","00",7
"593",2024-05-08,"1157","Sepulsa PDAM Posting","igate6017","00",3
"594",2024-05-08,"A001","Register ARO","igate6017","00",4263
"595",2024-05-08,"A002","Upgrade Akun ARO","igate6017","00",129
"596",2024-05-08,"A004","Inquiry Balance Simple Account","igate6017","00",60482
"597",2024-05-08,"A006","Topup E-Money","igate6017","00",247
"598",2024-05-08,"A012","Account Statement Inquiry","igate6017","00",40
"599",2024-05-08,"A013","Inquiry CIF ARO","igate6017","00",698
"600",2024-05-08,"A014","Mini Statement ARO","igate6017","00",242
"601",2024-05-08,"BEM0","Update Flag BEM","igate6017","00",33
"611",2024-05-08,"DKCP","Inquiry Data KTP ","igate6017","00",334
"612",2024-05-08,"ECI0","ECI Authentication","igate6017","00",641
"613",2024-05-08,"MPN0","MPN Inquiry","igate6014","00",45
"614",2024-05-08,"MPN1","MPN Payment and Check Status","igate6014","00",5
"615",2024-05-08,"MPN1","MPN Payment and Check Status","igate6017","00",12
"616",2024-05-08,"QR00","QRIS Inquiry MPAN","igate6017","00",3102
"617",2024-05-08,"QR01","QRIS Posting Payment","igate6017","00",2599
"618",2024-05-09,"0000","CIF Inquiry","igate6017","00",396
"619",2024-05-09,"0001","Balance Inquiry","igate6017","00",1247
"620",2024-05-09,"0002","Saving Accounts Inquiry","igate6017","00",38450
"621",2024-05-09,"0003","Deposit Accounts Inquiry","igate6017","00",193
"622",2024-05-09,"0004","Loan Accounts Inquiry","igate6017","00",453
"623",2024-05-09,"0005","Account Statement Inquiry","igate6017","00",1272
"624",2024-05-09,"0006","Transfer Overbook Inquiry","igate6017","00",815
"625",2024-05-09,"0007","Transfer Overbook Posting","igate6014","00",161
"626",2024-05-09,"0007","Transfer Overbook Posting","igate6017","00",580
"627",2024-05-09,"0010","Telco Purchase","igate6017","00",357
"628",2024-05-09,"0011","PLN Purchase Inquiry","igate6017","00",237
"629",2024-05-09,"0012","PLN Purchase Posting","igate6017","00",206
"630",2024-05-09,"0013","PLN Payment Inquiry","igate6017","00",81
"631",2024-05-09,"0014","PLN Payment Posting","igate6017","00",30
"632",2024-05-09,"0017","Telco Postpaid Inquiry","igate6017","00",33
"633",2024-05-09,"0018","Telco Postpaid Posting","igate6017","00",16
"634",2024-05-09,"0019","Telkom Payment Inquiry","igate6017","00",10
"635",2024-05-09,"0020","Telkom Payment Posting","igate6017","00",4
"636",2024-05-09,"0021","Internet Payment Inquiry","igate6017","00",2
"637",2024-05-09,"0022","Internet Payment Posting","igate6017","00",1
"638",2024-05-09,"0023","TV Payment Inquiry","igate6017","00",2
"639",2024-05-09,"0024","TV Payment Posting","igate6017","00",1
"640",2024-05-09,"0029","Payment VA Inquiry","igate6017","00",42
"641",2024-05-09,"0030","Payment VA Posting","igate6017","00",20
"642",2024-05-09,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",27
"643",2024-05-09,"0040","Transfer to Other Bank Inquiry","igate6014","00",101
"644",2024-05-09,"0040","Transfer to Other Bank Inquiry","igate6017","00",3234
"645",2024-05-09,"0041","Transfer to Other Bank Posting","igate6014","00",84
"646",2024-05-09,"0041","Transfer to Other Bank Posting","igate6017","00",1871
"648",2024-05-09,"0115","Rate Exchange (Info Kurs)","igate6017","00",188
"649",2024-05-09,"0116","Mini Statement","igate6017","00",3100
"651",2024-05-09,"1012","Inquiry Topup DANA","igate6014","00",20775
"652",2024-05-09,"1013","Posting Topup DANA","igate6014","00",793
"653",2024-05-09,"1027","Duplicate Check Compliance","igate6017","00",23
"654",2024-05-09,"1028","Create Compliance","igate6017","00",23
"655",2024-05-09,"1029","Create CIF","igate6017","00",23
"656",2024-05-09,"1030","Create Account","igate6017","00",23
"657",2024-05-09,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",4
"658",2024-05-09,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",15
"659",2024-05-09,"1132","KAI Purchase K2 Inquiry Fare","igate6017","00",4
"660",2024-05-09,"1139","Sepulsa Paket Data","igate6017","00",64
"661",2024-05-09,"1141","Rintis TopUp Ovo Inq","igate6017","00",579
"662",2024-05-09,"1142","Rintis TopUp Ovo Post","igate6017","00",248
"663",2024-05-09,"1143","Rintis TopUp Gopay Inq","igate6017","00",640
"664",2024-05-09,"1144","Rintis TopUp Gopay Post","igate6017","00",281
"665",2024-05-09,"1147","Rintis TopUp LinkAja Inq","igate6017","00",27
"666",2024-05-09,"1148","Rintis TopUp LinkAja Post","igate6017","00",6
"667",2024-05-09,"1151","XL Postpaid Inquiry","igate6017","00",10
"668",2024-05-09,"1152","XL Postpaid Posting","igate6017","00",3
"669",2024-05-09,"1155","Sepulsa Check Status","igate6017","00",3
"670",2024-05-09,"1156","Sepulsa PDAM Inquiry","igate6017","00",4
"671",2024-05-09,"1157","Sepulsa PDAM Posting","igate6017","00",2
"672",2024-05-09,"A001","Register ARO","igate6017","00",3451
"673",2024-05-09,"A002","Upgrade Akun ARO","igate6017","00",126
"674",2024-05-09,"A004","Inquiry Balance Simple Account","igate6017","00",46401
"675",2024-05-09,"A006","Topup E-Money","igate6017","00",220
"676",2024-05-09,"A012","Account Statement Inquiry","igate6017","00",18
"677",2024-05-09,"A013","Inquiry CIF ARO","igate6017","00",482
"678",2024-05-09,"A014","Mini Statement ARO","igate6017","00",105
"679",2024-05-09,"A016","Posting Transfer Emoney","igate6017","00",1
"680",2024-05-09,"BEM0","Update Flag BEM","igate6017","00",29
"689",2024-05-09,"DKCP","Inquiry Data KTP ","igate6017","00",360
"690",2024-05-09,"ECI0","ECI Authentication","igate6017","00",538
"691",2024-05-09,"MPN0","MPN Inquiry","igate6014","00",1
"692",2024-05-09,"MPN0","MPN Inquiry","igate6017","00",4
"693",2024-05-09,"MPN1","MPN Payment and Check Status","igate6014","00",1
"694",2024-05-09,"MPN1","MPN Payment and Check Status","igate6017","00",2
"695",2024-05-09,"QR00","QRIS Inquiry MPAN","igate6017","00",2579
"696",2024-05-09,"QR01","QRIS Posting Payment","igate6017","00",2259
"697",2024-05-10,"0000","CIF Inquiry","igate6017","00",587
"698",2024-05-10,"0001","Balance Inquiry","igate6017","00",4172
"699",2024-05-10,"0002","Saving Accounts Inquiry","igate6017","00",47101
"700",2024-05-10,"0003","Deposit Accounts Inquiry","igate6017","00",213
"701",2024-05-10,"0004","Loan Accounts Inquiry","igate6017","00",426
"702",2024-05-10,"0005","Account Statement Inquiry","igate6017","00",3177
"703",2024-05-10,"0006","Transfer Overbook Inquiry","igate6017","00",1142
"704",2024-05-10,"0007","Transfer Overbook Posting","igate6014","00",191
"705",2024-05-10,"0007","Transfer Overbook Posting","igate6017","00",867
"706",2024-05-10,"0010","Telco Purchase","igate6017","00",469
"707",2024-05-10,"0011","PLN Purchase Inquiry","igate6017","00",227
"708",2024-05-10,"0012","PLN Purchase Posting","igate6017","00",196
"709",2024-05-10,"0013","PLN Payment Inquiry","igate6017","00",119
"710",2024-05-10,"0014","PLN Payment Posting","igate6017","00",49
"711",2024-05-10,"0017","Telco Postpaid Inquiry","igate6017","00",17
"712",2024-05-10,"0018","Telco Postpaid Posting","igate6017","00",8
"713",2024-05-10,"0019","Telkom Payment Inquiry","igate6017","00",16
"714",2024-05-10,"0020","Telkom Payment Posting","igate6017","00",8
"715",2024-05-10,"0023","TV Payment Inquiry","igate6017","00",3
"716",2024-05-10,"0024","TV Payment Posting","igate6017","00",1
"717",2024-05-10,"0029","Payment VA Inquiry","igate6017","00",19
"718",2024-05-10,"0030","Payment VA Posting","igate6017","00",10
"719",2024-05-10,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",21
"720",2024-05-10,"0040","Transfer to Other Bank Inquiry","igate6014","00",109
"721",2024-05-10,"0040","Transfer to Other Bank Inquiry","igate6017","00",3812
"722",2024-05-10,"0041","Transfer to Other Bank Posting","igate6014","00",91
"723",2024-05-10,"0041","Transfer to Other Bank Posting","igate6017","00",2220
"725",2024-05-10,"0115","Rate Exchange (Info Kurs)","igate6017","00",134
"726",2024-05-10,"0116","Mini Statement","igate6017","00",3483
"728",2024-05-10,"1012","Inquiry Topup DANA","igate6014","00",18137
"729",2024-05-10,"1013","Posting Topup DANA","igate6014","00",1075
"730",2024-05-10,"1014","Inquiry Pembayaran Kartu Kredit","igate6014","00",1
"731",2024-05-10,"1015","Posting Pembayaran Kartu Kredit","igate6014","00",1
"732",2024-05-10,"1027","Duplicate Check Compliance","igate6017","00",19
"733",2024-05-10,"1028","Create Compliance","igate6017","00",19
"734",2024-05-10,"1029","Create CIF","igate6017","00",19
"735",2024-05-10,"1030","Create Account","igate6017","00",19
"736",2024-05-10,"1139","Sepulsa Paket Data","igate6017","00",73
"737",2024-05-10,"1141","Rintis TopUp Ovo Inq","igate6017","00",588
"738",2024-05-10,"1142","Rintis TopUp Ovo Post","igate6017","00",264
"739",2024-05-10,"1143","Rintis TopUp Gopay Inq","igate6017","00",597
"740",2024-05-10,"1144","Rintis TopUp Gopay Post","igate6017","00",262
"741",2024-05-10,"1147","Rintis TopUp LinkAja Inq","igate6017","00",30
"742",2024-05-10,"1148","Rintis TopUp LinkAja Post","igate6017","00",11
"743",2024-05-10,"1151","XL Postpaid Inquiry","igate6017","00",13
"744",2024-05-10,"1152","XL Postpaid Posting","igate6017","00",6
"745",2024-05-10,"1155","Sepulsa Check Status","igate6017","00",1
"746",2024-05-10,"1156","Sepulsa PDAM Inquiry","igate6017","00",8
"747",2024-05-10,"1157","Sepulsa PDAM Posting","igate6017","00",4
"748",2024-05-10,"A001","Register ARO","igate6017","00",1990
"749",2024-05-10,"A002","Upgrade Akun ARO","igate6017","00",59
"750",2024-05-10,"A004","Inquiry Balance Simple Account","igate6017","00",42612
"751",2024-05-10,"A006","Topup E-Money","igate6017","00",238
"752",2024-05-10,"A012","Account Statement Inquiry","igate6017","00",33
"753",2024-05-10,"A013","Inquiry CIF ARO","igate6017","00",348
"754",2024-05-10,"A014","Mini Statement ARO","igate6017","00",108
"755",2024-05-10,"BEM0","Update Flag BEM","igate6017","00",26
"762",2024-05-10,"DKCP","Inquiry Data KTP ","igate6017","00",267
"763",2024-05-10,"ECI0","ECI Authentication","igate6017","00",330
"764",2024-05-10,"MPN0","MPN Inquiry","igate6014","00",5
"765",2024-05-10,"MPN1","MPN Payment and Check Status","igate6014","00",6
"766",2024-05-10,"MPN1","MPN Payment and Check Status","igate6017","00",12
"767",2024-05-10,"QR00","QRIS Inquiry MPAN","igate6017","00",2682
"768",2024-05-10,"QR01","QRIS Posting Payment","igate6017","00",2339
"769",2024-05-11,"0000","CIF Inquiry","igate6017","00",423
"770",2024-05-11,"0001","Balance Inquiry","igate6017","00",879
"771",2024-05-11,"0002","Saving Accounts Inquiry","igate6017","00",38653
"772",2024-05-11,"0003","Deposit Accounts Inquiry","igate6017","00",187
"773",2024-05-11,"0004","Loan Accounts Inquiry","igate6017","00",444
"774",2024-05-11,"0005","Account Statement Inquiry","igate6017","00",1953
"775",2024-05-11,"0006","Transfer Overbook Inquiry","igate6017","00",946
"776",2024-05-11,"0007","Transfer Overbook Posting","igate6014","00",171
"777",2024-05-11,"0007","Transfer Overbook Posting","igate6017","00",702
"778",2024-05-11,"0008","Transfer SKN Posting","igate6017","00",2
"779",2024-05-11,"0010","Telco Purchase","igate6017","00",366
"780",2024-05-11,"0011","PLN Purchase Inquiry","igate6017","00",233
"781",2024-05-11,"0012","PLN Purchase Posting","igate6017","00",211
"782",2024-05-11,"0013","PLN Payment Inquiry","igate6017","00",58
"783",2024-05-11,"0014","PLN Payment Posting","igate6017","00",22
"784",2024-05-11,"0017","Telco Postpaid Inquiry","igate6017","00",22
"785",2024-05-11,"0018","Telco Postpaid Posting","igate6017","00",11
"786",2024-05-11,"0019","Telkom Payment Inquiry","igate6017","00",12
"787",2024-05-11,"0020","Telkom Payment Posting","igate6017","00",5
"788",2024-05-11,"0029","Payment VA Inquiry","igate6017","00",12
"789",2024-05-11,"0030","Payment VA Posting","igate6017","00",6
"790",2024-05-11,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",25
"791",2024-05-11,"0040","Transfer to Other Bank Inquiry","igate6014","00",63
"792",2024-05-11,"0040","Transfer to Other Bank Inquiry","igate6017","00",3107
"793",2024-05-11,"0041","Transfer to Other Bank Posting","igate6014","00",62
"794",2024-05-11,"0041","Transfer to Other Bank Posting","igate6017","00",1748
"796",2024-05-11,"0115","Rate Exchange (Info Kurs)","igate6017","00",79
"797",2024-05-11,"0116","Mini Statement","igate6017","00",2947
"799",2024-05-11,"1012","Inquiry Topup DANA","igate6014","00",20743
"800",2024-05-11,"1013","Posting Topup DANA","igate6014","00",841
"801",2024-05-11,"1027","Duplicate Check Compliance","igate6017","00",9
"802",2024-05-11,"1028","Create Compliance","igate6017","00",9
"803",2024-05-11,"1029","Create CIF","igate6017","00",9
"804",2024-05-11,"1030","Create Account","igate6017","00",9
"805",2024-05-11,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",13
"806",2024-05-11,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",148
"807",2024-05-11,"1132","KAI Purchase K2 Inquiry Fare","igate6017","00",7
"808",2024-05-11,"1139","Sepulsa Paket Data","igate6017","00",80
"809",2024-05-11,"1141","Rintis TopUp Ovo Inq","igate6017","00",579
"810",2024-05-11,"1142","Rintis TopUp Ovo Post","igate6017","00",255
"811",2024-05-11,"1143","Rintis TopUp Gopay Inq","igate6017","00",641
"812",2024-05-11,"1144","Rintis TopUp Gopay Post","igate6017","00",278
"813",2024-05-11,"1147","Rintis TopUp LinkAja Inq","igate6017","00",15
"814",2024-05-11,"1148","Rintis TopUp LinkAja Post","igate6017","00",5
"815",2024-05-11,"1151","XL Postpaid Inquiry","igate6017","00",7
"816",2024-05-11,"1152","XL Postpaid Posting","igate6017","00",3
"817",2024-05-11,"1156","Sepulsa PDAM Inquiry","igate6017","00",3
"818",2024-05-11,"1157","Sepulsa PDAM Posting","igate6017","00",2
"819",2024-05-11,"A001","Register ARO","igate6017","00",1446
"820",2024-05-11,"A002","Upgrade Akun ARO","igate6017","00",35
"821",2024-05-11,"A004","Inquiry Balance Simple Account","igate6017","00",31871
"822",2024-05-11,"A006","Topup E-Money","igate6017","00",187
"823",2024-05-11,"A012","Account Statement Inquiry","igate6017","00",31
"824",2024-05-11,"A013","Inquiry CIF ARO","igate6017","00",165
"825",2024-05-11,"A014","Mini Statement ARO","igate6017","00",65
"826",2024-05-11,"A016","Posting Transfer Emoney","igate6017","00",4
"827",2024-05-11,"BEM0","Update Flag BEM","igate6017","00",15
"834",2024-05-11,"DKCP","Inquiry Data KTP ","igate6017","00",152
"835",2024-05-11,"ECI0","ECI Authentication","igate6017","00",256
"836",2024-05-11,"QR00","QRIS Inquiry MPAN","igate6017","00",2670
"837",2024-05-11,"QR01","QRIS Posting Payment","igate6017","00",2264
"838",2024-05-12,"0000","CIF Inquiry","igate6017","00",286
"839",2024-05-12,"0001","Balance Inquiry","igate6017","00",487
"840",2024-05-12,"0002","Saving Accounts Inquiry","igate6017","00",30787
"841",2024-05-12,"0003","Deposit Accounts Inquiry","igate6017","00",127
"842",2024-05-12,"0004","Loan Accounts Inquiry","igate6017","00",338
"843",2024-05-12,"0005","Account Statement Inquiry","igate6017","00",940
"844",2024-05-12,"0006","Transfer Overbook Inquiry","igate6017","00",684
"845",2024-05-12,"0007","Transfer Overbook Posting","igate6014","00",132
"846",2024-05-12,"0007","Transfer Overbook Posting","igate6017","00",513
"847",2024-05-12,"0010","Telco Purchase","igate6017","00",342
"848",2024-05-12,"0011","PLN Purchase Inquiry","igate6017","00",258
"849",2024-05-12,"0012","PLN Purchase Posting","igate6017","00",225
"850",2024-05-12,"0013","PLN Payment Inquiry","igate6017","00",53
"851",2024-05-12,"0014","PLN Payment Posting","igate6017","00",19
"852",2024-05-12,"0017","Telco Postpaid Inquiry","igate6017","00",14
"853",2024-05-12,"0018","Telco Postpaid Posting","igate6017","00",6
"854",2024-05-12,"0019","Telkom Payment Inquiry","igate6017","00",7
"855",2024-05-12,"0020","Telkom Payment Posting","igate6017","00",3
"856",2024-05-12,"0023","TV Payment Inquiry","igate6017","00",2
"857",2024-05-12,"0024","TV Payment Posting","igate6017","00",1
"858",2024-05-12,"0029","Payment VA Inquiry","igate6017","00",9
"859",2024-05-12,"0030","Payment VA Posting","igate6017","00",3
"860",2024-05-12,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",17
"861",2024-05-12,"0040","Transfer to Other Bank Inquiry","igate6014","00",24
"862",2024-05-12,"0040","Transfer to Other Bank Inquiry","igate6017","00",2481
"863",2024-05-12,"0041","Transfer to Other Bank Posting","igate6014","00",24
"864",2024-05-12,"0041","Transfer to Other Bank Posting","igate6017","00",1446
"866",2024-05-12,"0115","Rate Exchange (Info Kurs)","igate6017","00",76
"867",2024-05-12,"0116","Mini Statement","igate6017","00",2161
"869",2024-05-12,"1012","Inquiry Topup DANA","igate6014","00",17309
"870",2024-05-12,"1013","Posting Topup DANA","igate6014","00",622
"871",2024-05-12,"1014","Inquiry Pembayaran Kartu Kredit","igate6014","00",1
"872",2024-05-12,"1027","Duplicate Check Compliance","igate6017","00",8
"873",2024-05-12,"1028","Create Compliance","igate6017","00",8
"874",2024-05-12,"1029","Create CIF","igate6017","00",8
"875",2024-05-12,"1030","Create Account","igate6017","00",8
"876",2024-05-12,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",2
"877",2024-05-12,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",16
"878",2024-05-12,"1132","KAI Purchase K2 Inquiry Fare","igate6017","00",1
"879",2024-05-12,"1139","Sepulsa Paket Data","igate6017","00",51
"880",2024-05-12,"1141","Rintis TopUp Ovo Inq","igate6017","00",583
"881",2024-05-12,"1142","Rintis TopUp Ovo Post","igate6017","00",258
"882",2024-05-12,"1143","Rintis TopUp Gopay Inq","igate6017","00",503
