"","datetime","transaction_type","keterangan","merchant_type","status","count"
"883",2024-05-12,"1144","Rintis TopUp Gopay Post","igate6017","00",222
"884",2024-05-12,"1147","Rintis TopUp LinkAja Inq","igate6017","00",8
"885",2024-05-12,"1148","Rintis TopUp LinkAja Post","igate6017","00",4
"886",2024-05-12,"1151","XL Postpaid Inquiry","igate6017","00",6
"887",2024-05-12,"1152","XL Postpaid Posting","igate6017","00",2
"888",2024-05-12,"1156","Sepulsa PDAM Inquiry","igate6017","00",5
"889",2024-05-12,"1157","Sepulsa PDAM Posting","igate6017","00",3
"890",2024-05-12,"A001","Register ARO","igate6017","00",1151
"891",2024-05-12,"A002","Upgrade Akun ARO","igate6017","00",24
"892",2024-05-12,"A004","Inquiry Balance Simple Account","igate6017","00",25417
"893",2024-05-12,"A006","Topup E-Money","igate6017","00",176
"894",2024-05-12,"A012","Account Statement Inquiry","igate6017","00",17
"895",2024-05-12,"A013","Inquiry CIF ARO","igate6017","00",142
"896",2024-05-12,"A014","Mini Statement ARO","igate6017","00",39
"897",2024-05-12,"A016","Posting Transfer Emoney","igate6017","00",1
"898",2024-05-12,"BEM0","Update Flag BEM","igate6017","00",22
"908",2024-05-12,"DKCP","Inquiry Data KTP ","igate6017","00",197
"909",2024-05-12,"ECI0","ECI Authentication","igate6017","00",211
"910",2024-05-12,"QR00","QRIS Inquiry MPAN","igate6017","00",2340
"911",2024-05-12,"QR01","QRIS Posting Payment","igate6017","00",2063
"912",2024-05-13,"0000","CIF Inquiry","igate6017","00",612
"913",2024-05-13,"0001","Balance Inquiry","igate6017","00",5661
"914",2024-05-13,"0002","Saving Accounts Inquiry","igate6017","00",46933
"915",2024-05-13,"0003","Deposit Accounts Inquiry","igate6017","00",290
"916",2024-05-13,"0004","Loan Accounts Inquiry","igate6017","00",630
"917",2024-05-13,"0005","Account Statement Inquiry","igate6017","00",4208
"918",2024-05-13,"0006","Transfer Overbook Inquiry","igate6017","00",1284
"919",2024-05-13,"0007","Transfer Overbook Posting","igate6014","00",239
"920",2024-05-13,"0007","Transfer Overbook Posting","igate6017","00",938
"921",2024-05-13,"0008","Transfer SKN Posting","igate6014","00",17
"922",2024-05-13,"0008","Transfer SKN Posting","igate6017","00",26
"923",2024-05-13,"0009","Transfer RTGS Posting","igate6014","00",3
"924",2024-05-13,"0009","Transfer RTGS Posting","igate6017","00",8
"925",2024-05-13,"0010","Telco Purchase","igate6017","00",345
"926",2024-05-13,"0011","PLN Purchase Inquiry","igate6017","00",253
"927",2024-05-13,"0012","PLN Purchase Posting","igate6017","00",210
"928",2024-05-13,"0013","PLN Payment Inquiry","igate6017","00",70
"929",2024-05-13,"0014","PLN Payment Posting","igate6017","00",28
"930",2024-05-13,"0017","Telco Postpaid Inquiry","igate6017","00",25
"931",2024-05-13,"0018","Telco Postpaid Posting","igate6017","00",12
"932",2024-05-13,"0019","Telkom Payment Inquiry","igate6017","00",21
"933",2024-05-13,"0020","Telkom Payment Posting","igate6017","00",9
"934",2024-05-13,"0023","TV Payment Inquiry","igate6017","00",2
"935",2024-05-13,"0024","TV Payment Posting","igate6017","00",1
"936",2024-05-13,"0029","Payment VA Inquiry","igate6017","00",45
"937",2024-05-13,"0030","Payment VA Posting","igate6017","00",16
"938",2024-05-13,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",15
"939",2024-05-13,"0040","Transfer to Other Bank Inquiry","igate6014","00",153
"940",2024-05-13,"0040","Transfer to Other Bank Inquiry","igate6017","00",2906
"941",2024-05-13,"0041","Transfer to Other Bank Posting","igate6014","00",129
"942",2024-05-13,"0041","Transfer to Other Bank Posting","igate6017","00",1648
"944",2024-05-13,"0115","Rate Exchange (Info Kurs)","igate6017","00",77
"945",2024-05-13,"0116","Mini Statement","igate6017","00",3620
"947",2024-05-13,"1012","Inquiry Topup DANA","igate6014","00",20747
"948",2024-05-13,"1013","Posting Topup DANA","igate6014","00",575
"949",2024-05-13,"1014","Inquiry Pembayaran Kartu Kredit","igate6014","00",1
"950",2024-05-13,"1027","Duplicate Check Compliance","igate6017","00",18
"951",2024-05-13,"1028","Create Compliance","igate6017","00",18
"952",2024-05-13,"1029","Create CIF","igate6017","00",18
"953",2024-05-13,"1030","Create Account","igate6017","00",18
"954",2024-05-13,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",3
"955",2024-05-13,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",36
"956",2024-05-13,"1139","Sepulsa Paket Data","igate6017","00",65
"957",2024-05-13,"1141","Rintis TopUp Ovo Inq","igate6017","00",562
"958",2024-05-13,"1142","Rintis TopUp Ovo Post","igate6017","00",253
"959",2024-05-13,"1143","Rintis TopUp Gopay Inq","igate6017","00",553
"960",2024-05-13,"1144","Rintis TopUp Gopay Post","igate6017","00",232
"961",2024-05-13,"1147","Rintis TopUp LinkAja Inq","igate6017","00",31
"962",2024-05-13,"1148","Rintis TopUp LinkAja Post","igate6017","00",12
"963",2024-05-13,"1151","XL Postpaid Inquiry","igate6017","00",2
"964",2024-05-13,"1152","XL Postpaid Posting","igate6017","00",1
"965",2024-05-13,"1155","Sepulsa Check Status","igate6017","00",1
"966",2024-05-13,"1156","Sepulsa PDAM Inquiry","igate6017","00",4
"967",2024-05-13,"1157","Sepulsa PDAM Posting","igate6017","00",2
"968",2024-05-13,"A001","Register ARO","igate6017","00",1137
"969",2024-05-13,"A002","Upgrade Akun ARO","igate6017","00",28
"970",2024-05-13,"A004","Inquiry Balance Simple Account","igate6017","00",34087
"971",2024-05-13,"A006","Topup E-Money","igate6017","00",331
"972",2024-05-13,"A012","Account Statement Inquiry","igate6017","00",32
"973",2024-05-13,"A013","Inquiry CIF ARO","igate6017","00",110
"974",2024-05-13,"A014","Mini Statement ARO","igate6017","00",101
"975",2024-05-13,"BEM0","Update Flag BEM","igate6017","00",30
"982",2024-05-13,"DKCP","Inquiry Data KTP ","igate6017","00",289
"983",2024-05-13,"ECI0","ECI Authentication","igate6017","00",254
"984",2024-05-13,"MPN0","MPN Inquiry","igate6014","00",5
"985",2024-05-13,"MPN1","MPN Payment and Check Status","igate6014","00",1
"986",2024-05-13,"QR00","QRIS Inquiry MPAN","igate6017","00",2671
"987",2024-05-13,"QR01","QRIS Posting Payment","igate6017","00",2215
"988",2024-05-14,"0000","CIF Inquiry","igate6017","00",1222
"989",2024-05-14,"0001","Balance Inquiry","igate6017","00",5875
"990",2024-05-14,"0002","Saving Accounts Inquiry","igate6017","00",43585
"991",2024-05-14,"0003","Deposit Accounts Inquiry","igate6017","00",335
"992",2024-05-14,"0004","Loan Accounts Inquiry","igate6017","00",519
"993",2024-05-14,"0005","Account Statement Inquiry","igate6017","00",3816
"994",2024-05-14,"0006","Transfer Overbook Inquiry","igate6017","00",1175
"995",2024-05-14,"0007","Transfer Overbook Posting","igate6014","00",390
"996",2024-05-14,"0007","Transfer Overbook Posting","igate6017","00",882
"997",2024-05-14,"0008","Transfer SKN Posting","igate6014","00",6
"998",2024-05-14,"0008","Transfer SKN Posting","igate6017","00",38
"999",2024-05-14,"0009","Transfer RTGS Posting","igate6014","00",3
"1000",2024-05-14,"0009","Transfer RTGS Posting","igate6017","00",11
"1001",2024-05-14,"0010","Telco Purchase","igate6017","00",335
"1002",2024-05-14,"0011","PLN Purchase Inquiry","igate6017","00",204
"1003",2024-05-14,"0012","PLN Purchase Posting","igate6017","00",172
"1004",2024-05-14,"0013","PLN Payment Inquiry","igate6017","00",57
"1005",2024-05-14,"0014","PLN Payment Posting","igate6017","00",23
"1006",2024-05-14,"0017","Telco Postpaid Inquiry","igate6017","00",30
"1007",2024-05-14,"0018","Telco Postpaid Posting","igate6017","00",15
"1008",2024-05-14,"0019","Telkom Payment Inquiry","igate6017","00",6
"1009",2024-05-14,"0020","Telkom Payment Posting","igate6017","00",3
"1010",2024-05-14,"0023","TV Payment Inquiry","igate6017","00",2
"1011",2024-05-14,"0024","TV Payment Posting","igate6017","00",1
"1012",2024-05-14,"0029","Payment VA Inquiry","igate6017","00",60
"1013",2024-05-14,"0030","Payment VA Posting","igate6017","00",23
"1014",2024-05-14,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",19
"1015",2024-05-14,"0040","Transfer to Other Bank Inquiry","igate6014","00",134
"1016",2024-05-14,"0040","Transfer to Other Bank Inquiry","igate6017","00",2812
"1017",2024-05-14,"0041","Transfer to Other Bank Posting","igate6014","00",108
"1018",2024-05-14,"0041","Transfer to Other Bank Posting","igate6017","00",1575
"1020",2024-05-14,"0115","Rate Exchange (Info Kurs)","igate6017","00",58
"1021",2024-05-14,"0116","Mini Statement","igate6017","00",3493
"1023",2024-05-14,"1012","Inquiry Topup DANA","igate6014","00",19963
"1024",2024-05-14,"1013","Posting Topup DANA","igate6014","00",548
"1025",2024-05-14,"1027","Duplicate Check Compliance","igate6017","00",21
"1026",2024-05-14,"1028","Create Compliance","igate6017","00",21
"1027",2024-05-14,"1029","Create CIF","igate6017","00",21
"1028",2024-05-14,"1030","Create Account","igate6017","00",21
"1029",2024-05-14,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",2
"1030",2024-05-14,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",5
"1031",2024-05-14,"1139","Sepulsa Paket Data","igate6017","00",62
"1032",2024-05-14,"1141","Rintis TopUp Ovo Inq","igate6017","00",498
"1033",2024-05-14,"1142","Rintis TopUp Ovo Post","igate6017","00",215
"1034",2024-05-14,"1143","Rintis TopUp Gopay Inq","igate6017","00",633
"1035",2024-05-14,"1144","Rintis TopUp Gopay Post","igate6017","00",253
"1036",2024-05-14,"1147","Rintis TopUp LinkAja Inq","igate6017","00",14
"1037",2024-05-14,"1148","Rintis TopUp LinkAja Post","igate6017","00",6
"1038",2024-05-14,"1151","XL Postpaid Inquiry","igate6017","00",2
"1039",2024-05-14,"1152","XL Postpaid Posting","igate6017","00",1
"1040",2024-05-14,"1155","Sepulsa Check Status","igate6017","00",1
"1041",2024-05-14,"1156","Sepulsa PDAM Inquiry","igate6017","00",9
"1042",2024-05-14,"1157","Sepulsa PDAM Posting","igate6017","00",3
"1043",2024-05-14,"A001","Register ARO","igate6017","00",989
"1044",2024-05-14,"A002","Upgrade Akun ARO","igate6017","00",39
"1045",2024-05-14,"A004","Inquiry Balance Simple Account","igate6017","00",32436
"1046",2024-05-14,"A006","Topup E-Money","igate6017","00",279
"1047",2024-05-14,"A012","Account Statement Inquiry","igate6017","00",31
"1048",2024-05-14,"A013","Inquiry CIF ARO","igate6017","00",116
"1049",2024-05-14,"A014","Mini Statement ARO","igate6017","00",78
"1050",2024-05-14,"BEM0","Update Flag BEM","igate6017","00",33
"1057",2024-05-14,"DKCP","Inquiry Data KTP ","igate6017","00",261
"1058",2024-05-14,"ECI0","ECI Authentication","igate6017","00",197
"1059",2024-05-14,"QR00","QRIS Inquiry MPAN","igate6017","00",2841
"1060",2024-05-14,"QR01","QRIS Posting Payment","igate6017","00",2418
"1061",2024-05-15,"0000","CIF Inquiry","igate6017","00",882
"1062",2024-05-15,"0001","Balance Inquiry","igate6017","00",7719
"1063",2024-05-15,"0002","Saving Accounts Inquiry","igate6017","00",57884
"1064",2024-05-15,"0003","Deposit Accounts Inquiry","igate6017","00",350
"1065",2024-05-15,"0004","Loan Accounts Inquiry","igate6017","00",583
"1066",2024-05-15,"0005","Account Statement Inquiry","igate6017","00",4920
"1067",2024-05-15,"0006","Transfer Overbook Inquiry","igate6017","00",1482
"1068",2024-05-15,"0007","Transfer Overbook Posting","igate6014","00",306
"1069",2024-05-15,"0007","Transfer Overbook Posting","igate6017","00",1043
"1070",2024-05-15,"0008","Transfer SKN Posting","igate6014","00",46
"1071",2024-05-15,"0008","Transfer SKN Posting","igate6017","00",9
"1072",2024-05-15,"0009","Transfer RTGS Posting","igate6014","00",2
"1073",2024-05-15,"0009","Transfer RTGS Posting","igate6017","00",3
"1074",2024-05-15,"0010","Telco Purchase","igate6017","00",329
"1075",2024-05-15,"0011","PLN Purchase Inquiry","igate6017","00",219
"1076",2024-05-15,"0012","PLN Purchase Posting","igate6017","00",183
"1077",2024-05-15,"0013","PLN Payment Inquiry","igate6017","00",79
"1078",2024-05-15,"0014","PLN Payment Posting","igate6017","00",33
"1079",2024-05-15,"0017","Telco Postpaid Inquiry","igate6017","00",21
"1080",2024-05-15,"0018","Telco Postpaid Posting","igate6017","00",7
"1081",2024-05-15,"0019","Telkom Payment Inquiry","igate6017","00",16
"1082",2024-05-15,"0020","Telkom Payment Posting","igate6017","00",8
"1083",2024-05-15,"0023","TV Payment Inquiry","igate6017","00",8
"1084",2024-05-15,"0024","TV Payment Posting","igate6017","00",4
"1085",2024-05-15,"0029","Payment VA Inquiry","igate6017","00",46
"1086",2024-05-15,"0030","Payment VA Posting","igate6017","00",21
"1087",2024-05-15,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",25
"1088",2024-05-15,"0040","Transfer to Other Bank Inquiry","igate6014","00",100
"1089",2024-05-15,"0040","Transfer to Other Bank Inquiry","igate6017","00",3042
"1090",2024-05-15,"0041","Transfer to Other Bank Posting","igate6014","00",86
"1091",2024-05-15,"0041","Transfer to Other Bank Posting","igate6017","00",1672
"1093",2024-05-15,"0115","Rate Exchange (Info Kurs)","igate6017","00",61
"1094",2024-05-15,"0116","Mini Statement","igate6017","00",4747
"1096",2024-05-15,"1012","Inquiry Topup DANA","igate6014","00",19358
"1097",2024-05-15,"1013","Posting Topup DANA","igate6014","00",717
"1098",2024-05-15,"1027","Duplicate Check Compliance","igate6017","00",22
"1099",2024-05-15,"1028","Create Compliance","igate6017","00",22
"1100",2024-05-15,"1029","Create CIF","igate6017","00",22
"1101",2024-05-15,"1030","Create Account","igate6017","00",23
"1102",2024-05-15,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",3
"1103",2024-05-15,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",37
"1104",2024-05-15,"1132","KAI Purchase K2 Inquiry Fare","igate6017","00",1
"1105",2024-05-15,"1139","Sepulsa Paket Data","igate6017","00",40
"1106",2024-05-15,"1141","Rintis TopUp Ovo Inq","igate6017","00",568
"1107",2024-05-15,"1142","Rintis TopUp Ovo Post","igate6017","00",250
"1108",2024-05-15,"1143","Rintis TopUp Gopay Inq","igate6017","00",808
"1109",2024-05-15,"1144","Rintis TopUp Gopay Post","igate6017","00",346
"1110",2024-05-15,"1147","Rintis TopUp LinkAja Inq","igate6017","00",20
"1111",2024-05-15,"1148","Rintis TopUp LinkAja Post","igate6017","00",10
"1112",2024-05-15,"1151","XL Postpaid Inquiry","igate6017","00",15
"1113",2024-05-15,"1152","XL Postpaid Posting","igate6017","00",7
"1114",2024-05-15,"1155","Sepulsa Check Status","igate6017","00",2
"1115",2024-05-15,"1156","Sepulsa PDAM Inquiry","igate6017","00",14
"1116",2024-05-15,"1157","Sepulsa PDAM Posting","igate6017","00",6
"1117",2024-05-15,"A001","Register ARO","igate6017","00",665
"1118",2024-05-15,"A002","Upgrade Akun ARO","igate6017","00",18
"1119",2024-05-15,"A004","Inquiry Balance Simple Account","igate6017","00",40787
"1120",2024-05-15,"A006","Topup E-Money","igate6017","00",283
"1121",2024-05-15,"A012","Account Statement Inquiry","igate6017","00",27
"1122",2024-05-15,"A013","Inquiry CIF ARO","igate6017","00",115
"1123",2024-05-15,"A014","Mini Statement ARO","igate6017","00",60
"1124",2024-05-15,"A016","Posting Transfer Emoney","igate6017","00",1
"1125",2024-05-15,"BEM0","Update Flag BEM","igate6017","00",35
"1131",2024-05-15,"DKCP","Inquiry Data KTP ","igate6017","00",173
"1132",2024-05-15,"ECI0","ECI Authentication","igate6017","00",194
"1133",2024-05-15,"MPN0","MPN Inquiry","igate6014","00",3
"1134",2024-05-15,"MPN1","MPN Payment and Check Status","igate6014","00",6
"1135",2024-05-15,"QR00","QRIS Inquiry MPAN","igate6017","00",2858
"1136",2024-05-15,"QR01","QRIS Posting Payment","igate6017","00",2390
"1137",2024-05-16,"0000","CIF Inquiry","igate6017","00",1205
"1138",2024-05-16,"0001","Balance Inquiry","igate6017","00",4607
"1139",2024-05-16,"0002","Saving Accounts Inquiry","igate6017","00",49470
"1140",2024-05-16,"0003","Deposit Accounts Inquiry","igate6017","00",345
"1141",2024-05-16,"0004","Loan Accounts Inquiry","igate6017","00",585
"1142",2024-05-16,"0005","Account Statement Inquiry","igate6017","00",4714
"1143",2024-05-16,"0006","Transfer Overbook Inquiry","igate6017","00",1311
"1144",2024-05-16,"0007","Transfer Overbook Posting","igate6014","00",308
"1145",2024-05-16,"0007","Transfer Overbook Posting","igate6017","00",965
"1146",2024-05-16,"0008","Transfer SKN Posting","igate6014","00",3
"1147",2024-05-16,"0008","Transfer SKN Posting","igate6017","00",4
"1148",2024-05-16,"0009","Transfer RTGS Posting","igate6014","00",2
"1149",2024-05-16,"0009","Transfer RTGS Posting","igate6017","00",3
"1150",2024-05-16,"0010","Telco Purchase","igate6017","00",304
"1151",2024-05-16,"0011","PLN Purchase Inquiry","igate6017","00",202
"1152",2024-05-16,"0012","PLN Purchase Posting","igate6017","00",170
"1153",2024-05-16,"0013","PLN Payment Inquiry","igate6017","00",82
"1154",2024-05-16,"0014","PLN Payment Posting","igate6017","00",33
"1155",2024-05-16,"0017","Telco Postpaid Inquiry","igate6017","00",27
"1156",2024-05-16,"0018","Telco Postpaid Posting","igate6017","00",10
"1157",2024-05-16,"0019","Telkom Payment Inquiry","igate6017","00",24
"1158",2024-05-16,"0020","Telkom Payment Posting","igate6017","00",9
"1159",2024-05-16,"0023","TV Payment Inquiry","igate6017","00",2
"1160",2024-05-16,"0024","TV Payment Posting","igate6017","00",1
"1161",2024-05-16,"0029","Payment VA Inquiry","igate6017","00",27
"1162",2024-05-16,"0030","Payment VA Posting","igate6017","00",7
"1163",2024-05-16,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",25
"1164",2024-05-16,"0040","Transfer to Other Bank Inquiry","igate6014","00",90
"1165",2024-05-16,"0040","Transfer to Other Bank Inquiry","igate6017","00",2959
"1166",2024-05-16,"0041","Transfer to Other Bank Posting","igate6014","00",82
"1167",2024-05-16,"0041","Transfer to Other Bank Posting","igate6017","00",1644
"1169",2024-05-16,"0115","Rate Exchange (Info Kurs)","igate6017","00",49
"1170",2024-05-16,"0116","Mini Statement","igate6017","00",4766
"1172",2024-05-16,"1012","Inquiry Topup DANA","igate6014","00",14889
"1173",2024-05-16,"1013","Posting Topup DANA","igate6014","00",517
"1174",2024-05-16,"1014","Inquiry Pembayaran Kartu Kredit","igate6014","00",1
"1175",2024-05-16,"1015","Posting Pembayaran Kartu Kredit","igate6014","00",1
"1176",2024-05-16,"1027","Duplicate Check Compliance","igate6017","00",21
"1177",2024-05-16,"1028","Create Compliance","igate6017","00",21
"1178",2024-05-16,"1029","Create CIF","igate6017","00",21
"1179",2024-05-16,"1030","Create Account","igate6017","00",21
"1180",2024-05-16,"1130","KAI Purchase K0 Inquiry Train","igate6017","00",8
"1181",2024-05-16,"1131","KAI Purchase K1 Inquiry Available Seat","igate6017","00",66
"1182",2024-05-16,"1132","KAI Purchase K2 Inquiry Fare","igate6017","00",10
"1183",2024-05-16,"1139","Sepulsa Paket Data","igate6017","00",45
"1184",2024-05-16,"1141","Rintis TopUp Ovo Inq","igate6017","00",565
"1185",2024-05-16,"1142","Rintis TopUp Ovo Post","igate6017","00",252
"1186",2024-05-16,"1143","Rintis TopUp Gopay Inq","igate6017","00",611
"1187",2024-05-16,"1144","Rintis TopUp Gopay Post","igate6017","00",263
"1188",2024-05-16,"1147","Rintis TopUp LinkAja Inq","igate6017","00",23
"1189",2024-05-16,"1148","Rintis TopUp LinkAja Post","igate6017","00",11
"1190",2024-05-16,"1151","XL Postpaid Inquiry","igate6017","00",4
"1191",2024-05-16,"1152","XL Postpaid Posting","igate6017","00",2
"1192",2024-05-16,"1156","Sepulsa PDAM Inquiry","igate6017","00",17
"1193",2024-05-16,"1157","Sepulsa PDAM Posting","igate6017","00",5
"1194",2024-05-16,"1158","Sepulsa PBB Inquiry","igate6017","00",8
"1195",2024-05-16,"1159","Sepulsa PBB Posting","igate6017","00",1
"1196",2024-05-16,"A001","Register ARO","igate6017","00",645
"1197",2024-05-16,"A002","Upgrade Akun ARO","igate6017","00",34
"1198",2024-05-16,"A004","Inquiry Balance Simple Account","igate6017","00",35147
"1199",2024-05-16,"A006","Topup E-Money","igate6017","00",238
"1200",2024-05-16,"A012","Account Statement Inquiry","igate6017","00",23
"1201",2024-05-16,"A013","Inquiry CIF ARO","igate6017","00",93
"1202",2024-05-16,"A014","Mini Statement ARO","igate6017","00",59
"1203",2024-05-16,"A016","Posting Transfer Emoney","igate6017","00",1
"1204",2024-05-16,"BEM0","Update Flag BEM","igate6017","00",28
"1212",2024-05-16,"DKCP","Inquiry Data KTP ","igate6017","00",238
"1213",2024-05-16,"ECI0","ECI Authentication","igate6017","00",207
"1214",2024-05-16,"QR00","QRIS Inquiry MPAN","igate6017","00",2744
"1215",2024-05-16,"QR01","QRIS Posting Payment","igate6017","00",2362
"1216",2024-05-17,"0000","CIF Inquiry","igate6017","00",930
"1217",2024-05-17,"0001","Balance Inquiry","igate6017","00",5181
"1218",2024-05-17,"0002","Saving Accounts Inquiry","igate6017","00",48429
"1219",2024-05-17,"0003","Deposit Accounts Inquiry","igate6017","00",246
"1220",2024-05-17,"0004","Loan Accounts Inquiry","igate6017","00",574
"1221",2024-05-17,"0005","Account Statement Inquiry","igate6017","00",3992
"1222",2024-05-17,"0006","Transfer Overbook Inquiry","igate6017","00",1299
"1223",2024-05-17,"0007","Transfer Overbook Posting","igate6014","00",244
"1224",2024-05-17,"0007","Transfer Overbook Posting","igate6017","00",929
"1225",2024-05-17,"0008","Transfer SKN Posting","igate6014","00",3
"1226",2024-05-17,"0008","Transfer SKN Posting","igate6017","00",9
"1227",2024-05-17,"0009","Transfer RTGS Posting","igate6014","00",3
"1228",2024-05-17,"0009","Transfer RTGS Posting","igate6017","00",4
"1229",2024-05-17,"0010","Telco Purchase","igate6017","00",352
"1230",2024-05-17,"0011","PLN Purchase Inquiry","igate6017","00",211
"1231",2024-05-17,"0012","PLN Purchase Posting","igate6017","00",180
"1232",2024-05-17,"0013","PLN Payment Inquiry","igate6017","00",61
"1233",2024-05-17,"0014","PLN Payment Posting","igate6017","00",28
"1234",2024-05-17,"0017","Telco Postpaid Inquiry","igate6017","00",29
"1235",2024-05-17,"0018","Telco Postpaid Posting","igate6017","00",10
"1236",2024-05-17,"0019","Telkom Payment Inquiry","igate6017","00",17
"1237",2024-05-17,"0020","Telkom Payment Posting","igate6017","00",8
"1238",2024-05-17,"0021","Internet Payment Inquiry","igate6017","00",1
"1239",2024-05-17,"0023","TV Payment Inquiry","igate6017","00",12
"1240",2024-05-17,"0024","TV Payment Posting","igate6017","00",6
"1241",2024-05-17,"0029","Payment VA Inquiry","igate6017","00",20
"1242",2024-05-17,"0030","Payment VA Posting","igate6017","00",8
"1243",2024-05-17,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",20
"1244",2024-05-17,"0040","Transfer to Other Bank Inquiry","igate6014","00",67
"1245",2024-05-17,"0040","Transfer to Other Bank Inquiry","igate6017","00",3045
"1246",2024-05-17,"0041","Transfer to Other Bank Posting","igate6014","00",59
"1247",2024-05-17,"0041","Transfer to Other Bank Posting","igate6017","00",1643
"1249",2024-05-17,"0115","Rate Exchange (Info Kurs)","igate6017","00",70
"1250",2024-05-17,"0116","Mini Statement","igate6017","00",4365
"1253",2024-05-17,"1012","Inquiry Topup DANA","igate6014","00",14812
"1254",2024-05-17,"1013","Posting Topup DANA","igate6014","00",594
"1255",2024-05-17,"1027","Duplicate Check Compliance","igate6017","00",15
"1256",2024-05-17,"1028","Create Compliance","igate6017","00",15
"1257",2024-05-17,"1029","Create CIF","igate6017","00",15
"1258",2024-05-17,"1030","Create Account","igate6017","00",15
"1259",2024-05-17,"1139","Sepulsa Paket Data","igate6017","00",66
"1260",2024-05-17,"1141","Rintis TopUp Ovo Inq","igate6017","00",614
"1261",2024-05-17,"1142","Rintis TopUp Ovo Post","igate6017","00",262
"1262",2024-05-17,"1143","Rintis TopUp Gopay Inq","igate6017","00",686
"1263",2024-05-17,"1144","Rintis TopUp Gopay Post","igate6017","00",275
"1264",2024-05-17,"1147","Rintis TopUp LinkAja Inq","igate6017","00",17
"1265",2024-05-17,"1148","Rintis TopUp LinkAja Post","igate6017","00",6
"1266",2024-05-17,"1151","XL Postpaid Inquiry","igate6017","00",3
"1267",2024-05-17,"1155","Sepulsa Check Status","igate6017","00",1
"1268",2024-05-17,"1156","Sepulsa PDAM Inquiry","igate6017","00",10
"1269",2024-05-17,"1157","Sepulsa PDAM Posting","igate6017","00",5
"1270",2024-05-17,"1158","Sepulsa PBB Inquiry","igate6017","00",1
"1271",2024-05-17,"A001","Register ARO","igate6017","00",748
"1272",2024-05-17,"A002","Upgrade Akun ARO","igate6017","00",19
"1273",2024-05-17,"A004","Inquiry Balance Simple Account","igate6017","00",35522
"1274",2024-05-17,"A006","Topup E-Money","igate6017","00",215
"1275",2024-05-17,"A012","Account Statement Inquiry","igate6017","00",20
"1276",2024-05-17,"A013","Inquiry CIF ARO","igate6017","00",162
"1277",2024-05-17,"A014","Mini Statement ARO","igate6017","00",74
"1278",2024-05-17,"A016","Posting Transfer Emoney","igate6017","00",1
"1279",2024-05-17,"BEM0","Update Flag BEM","igate6017","00",30
"1287",2024-05-17,"DKCP","Inquiry Data KTP ","igate6017","00",176
"1288",2024-05-17,"ECI0","ECI Authentication","igate6017","00",225
"1289",2024-05-17,"MPN0","MPN Inquiry","igate6014","00",53
"1290",2024-05-17,"MPN1","MPN Payment and Check Status","igate6014","00",2
"1291",2024-05-17,"PR01","Debet Rekening Payroll","igate6017","00",2
"1292",2024-05-17,"PR03","Reversal Payroll","igate6017","00",2
"1293",2024-05-17,"QR00","QRIS Inquiry MPAN","igate6017","00",2927
"1294",2024-05-17,"QR01","QRIS Posting Payment","igate6017","00",2528
"1295",2024-05-18,"0000","CIF Inquiry","igate6017","00",466
"1296",2024-05-18,"0001","Balance Inquiry","igate6017","00",1550
"1297",2024-05-18,"0002","Saving Accounts Inquiry","igate6017","00",46415
"1298",2024-05-18,"0003","Deposit Accounts Inquiry","igate6017","00",188
"1299",2024-05-18,"0004","Loan Accounts Inquiry","igate6017","00",515
"1300",2024-05-18,"0005","Account Statement Inquiry","igate6017","00",1936
"1301",2024-05-18,"0006","Transfer Overbook Inquiry","igate6017","00",1325
"1302",2024-05-18,"0007","Transfer Overbook Posting","igate6014","00",227
"1303",2024-05-18,"0007","Transfer Overbook Posting","igate6017","00",1014
"1304",2024-05-18,"0010","Telco Purchase","igate6017","00",343
"1305",2024-05-18,"0011","PLN Purchase Inquiry","igate6017","00",210
"1306",2024-05-18,"0012","PLN Purchase Posting","igate6017","00",186
"1307",2024-05-18,"0013","PLN Payment Inquiry","igate6017","00",145
"1308",2024-05-18,"0014","PLN Payment Posting","igate6017","00",61
"1309",2024-05-18,"0017","Telco Postpaid Inquiry","igate6017","00",19
"1310",2024-05-18,"0018","Telco Postpaid Posting","igate6017","00",9
"1311",2024-05-18,"0019","Telkom Payment Inquiry","igate6017","00",13
"1312",2024-05-18,"0020","Telkom Payment Posting","igate6017","00",6
"1313",2024-05-18,"0023","TV Payment Inquiry","igate6017","00",2
"1314",2024-05-18,"0024","TV Payment Posting","igate6017","00",1
"1315",2024-05-18,"0029","Payment VA Inquiry","igate6017","00",10
"1316",2024-05-18,"0030","Payment VA Posting","igate6017","00",3
"1317",2024-05-18,"0031","Telkomsel Paket Data (Telesindo)","igate6017","00",21
"1318",2024-05-18,"0040","Transfer to Other Bank Inquiry","igate6014","00",40
